competition_id,competition_name
12646303,ATP Punta Del Este Challenger Doubs
12646794,WTA Hua Hin 2024
12647046,ATP Burnie Challenger
12647102,WTA Linz 2024
12647166,ATP Montpellier
12647168,ATP Koblenz Challenger
12647170,ATP Piracicaba Challenger
12647182,ATP Cleveland Challenger
12647833,WTA Mumbai 2024
12647879,WTA Abu Dhabi 2024
12647949,WTA Cluj-Napoca 2024
12648022,ATP Cordoba Open
12648064,ATP Chennai Challenger
12648246,ATP Marseille
12648248,ATP Nottingham Challenger
12648282,ATP Dallas
12648354,ITF
12648436,ATP
12648440,ATP Challenger
12648591,ATP Cordoba
12648656,WTA Doha 2024
12649191,ATP Rotterdam
12649209,ATP Buenos Aires
12649310,ATP Cherbourg Challenger
12649312,ATP Manama Challenger
12649314,ATP Bengaluru Challenger
12649321,ATP Glasgow Challenger
12649341,Mumbai Premier League
12649542,ITF Morelia
12649673,ICC Cricket World Cup League 2
12649745,WTA Dubai 2024
12649994,ATP Doha
12650007,ATP Rio de Janeiro
12650063,ATP Los Cabos
12650196,ATP Pune Challenger
12650198,ATP Pau Challenger
12650348,WTA Nuevo Vallarta 2024
12650551,ICC Cricket World Cup Challenge League
12650650,CONCACAF Ladies Gold Cup
12650734,Indian Veteran Premier League
12650994,ATP Dubai
12651094,WTA Austin 2024
12651128,WTA San Diego 2024
12651190,ATP Santiago
12651192,ATP Acapulco
12651203,ATP New Delhi Challenger
12651219,ATP Lille Challenger
12651310,ATP Kigali Challenger
12651312,ATP Dubai Championships
12651524,International Twenty20 Series
12651550,ATP Santiago Challenger
12651670,ITF Spring
12651817,The Netflix Slam Las Vegas
12652416,ATP Lugano Challenger
12652436,ATP Santa Cruz Challenger
12652438,WTA Indian Wells 2024
12652576,ATP Indian Wells
12653398,ATP Szekesfehevar Challenger
12653408,WTA Charleston 2024
12653454,ATP Hamburg Challenger
12653700,ATP Phoenix Challenger
12654300,ATP Murcia Challenger
12654302,ATP Zadar Challenger
12654304,WTA Miami 2024
12654357,ATP Asuncion Challenger
12654361,ATP Merida Challenger
12654469,ATP Miami Open
12654491,Dutch U21
12654697,FIFA Series
12654913,WTA Antalya 2024
12654954,ATP Girona Challenger
12654954,ATP Girona Challenger Qualifiers
12654958,ATP Naples Challenger
12654988,ATP San Luis Potosi Challenger Qualifiers
12655020,ATP Sao Leopoldo Challenger Qualifiers
12655030,ATP Girona Challenger
12655040,ATP Sao Leopoldo Challenger
12655042,ATP San Luis Potosi Challenger
12655048,WTA San Luis Potosí II 2024
12655144,ITF Terrassa
12655220,ATP San Luis Potosi Ch'ger
12655224,Spanish Tercera Ladies
12655608,WTA Charleston II 2024
12655636,WTA Bogota 2024
12655682,ATP Estoril
12655692,ATP Houston
12655744,WTA La Bisbal d'Empordà 2024
12655811,ATP Barcelona Challenger
12655813,ATP Barletta Challenger
12655883,ATP Marrakech
12655885,ATP Florianopolis Challenger
12655887,ATP Mexico City Challenger Q'fiers
12656004,ATP Mexico City Challenger
12656679,ATP Monte Carlo Masters
12656753,ATP Busan Challenger
12656800,ATP Madrid Challenger
12656818,ATP Sarasota Challenger
12656820,ATP Split Challenger
12656822,ATP Morelos Challenger
12656966,ATP Madrid Open
12657177,WTA Stuttgart 2024
12657233,WTA Rouen 2024
12657580,ATP Barcelona
12657584,ATP Munich
12657644,ATP Guangzhou Challenger
12657646,ATP Gwangju Challenger
12657770,WTA Oeiras 2024
12657796,ATP Bucharest
12657828,ATP Tallahassee Challenger
12657835,ATP Acapulco Challenger
12658006,ATP San Miguel de Tucuman Challenger
12658226,ATP San Miguel Tucuman Chall'ger
12658796,ATP Ostrava Challenger
12658800,ATP Rome Challenger
12658802,ATP Shenzhen Challenger
12658804,ITF Wuning
12658829,ATP Concepcion Challenger
12658831,ATP Savannah Challenger
12658855,ITF Lopota
12658900,WTA Madrid 2024
12659746,WTA Saint-Malo 2024
12659791,ATP Porto Alegre Challenger
12659871,WTA Lleida 2024
12659893,ATP Cagliari Challenger Qs
12659895,ATP Aix en Provence Challenger
12659899,ATP Cagliari Challenger
12659967,ATP Aix en Provence Challenger Dbles
12660034,Qosh Tepa National T20 Cup
12661044,ATP Wuxi Challenger
12661046,ATP Mauthausen Challenger
12661048,ATP Prague Challenger
12661055,ATP Francavilla Challenger
12661057,ATP Santos Challenger
12661184,WTA Rome 2024
12661326,ATP Prague 2 Challenger
12661476,ATP Rome 2024
12661476,ATP Rome Qualifiers
12661816,ATP Rome
12662756,ATP Taipei Challenger
12662758,Women's Olympics
12662796,ATP Tunis Challenger
12662820,WTA Paris 2024
12662858,WTA Parma 2024
12662922,ATP Bordeaux Challenger
12662926,ATP Turin Challenger
12662940,Finnish Ykkosliiga
12663147,Mixed Roland Garros 2024
12663794,WTA Strasbourg 2024
12663909,WTA Rabat 2024
12663996,ATP Geneva Open
12663998,ATP Lyon
12664150,ATP Kachreti Challenger
12664152,ATP Skopje Challenger Qs
12664154,Men's Olympics
12664156,ATP Augsburg Challenger
12664394,ATP Skopje Challenger
12665359,Belgian First Division A - Playoffs
12665450,ATP Vicenza Challenger
12665472,ATP Little Rock Challenger
12665538,ITF Klagenfurt
12666238,Spanish Segunda Division Playoffs
12666422,ATP Zagreb Challenger
12666426,ATP Heilbronn Challenger
12666438,ATP Prostejov Challenger
12666440,ATP Surbiton Challenger
12666442,ITF London
12666452,ATP Tyler Challenger
12666454,ATP Santa Fe Challenger
12666522,WTA Bari 2024
12666638,WTA Makarska 2024
12667064,WTA 's-Hertogenbosch 2024
12667064,WTA Hertogenbosch 2024
12667100,WTA Nottingham 2024
12667290,WTA Valencia 2024
12667323,ATP Stuttgart
12667333,ATP Hertogenbosch
12667509,ATP Bratislava Challenger
12667522,ATP Lyon Challenger
12667524,ITF Taizhou
12667602,ATP Perugia Challenger
12667604,ATP Nottingham-2 Challenger
12667626,ATP Lima Challenger
12667752,ATP Challenger Lima
12668008,WTA Berlin 2024
12668039,WTA Birmingham 2024
12668123,ATP Halle
12668125,ATP London
12668135,ATP Ilkley Challenger
12668364,ATP Queens
12668366,WTA Gaiba 2024
12668516,ATP Blois Challenger
12668524,ATP Sassuolo Challenger
12668531,ATP Poznan Challenger
12668578,ITF Tauste
12668833,WTA Bad Homburg 2024
12668897,WTA Eastbourne 2024
12668941,ATP Mallorca
12668943,ATP Eastbourne
12669090,ATP Milan Challenger
12669116,ATP Ibague Challenger
12669797,Irish National League U20
12670617,ATP Brasov Challenger
12670621,ATP Modena Challenger
12670623,ATP Karlsruhe Challenger
12670669,ATP Troyes Challenger
12670681,ATP Bloomfield Hills Challenger Qs
12670695,ATP Bloomfield Hills Challenger
12670839,Andhra Premier League
12671004,World Championship of Legends T20
12671014,Mixed Wimbledon 2024
12671439,WTA Contrexeville 2024
12671583,ATP Trieste Challenger
12671585,ATP Iasi Challenger
12671673,ATP Braunschweig Challenger
12671675,ATP Salzburg Challenger
12671677,ATP Winnipeg Challenger
12671799,WTA Båstad 2024
12672345,WTA Palermo 2024
12672400,WTA Budapest 2024
12672517,ATP Gstaad
12672519,ATP Hamburg
12672821,ATP Astana Challenger
12672823,ATP Pozoblanco Challenger
12672827,ATP Bastad
12672837,ATP Amersfoort Challenger
12672880,ATP Newport
12672882,ATP Granby Challenger
12672914,ATP Suisse Open Gstaad
12672948,Amersfoort Challenger 2024
